"property_id","price"
"d56159653f5d2abc5ed5acd7",1189146194.22456
"45550aa81c0151f1fd9fd8fe",820807831.521663
"735deef3382aa15930482f3e",942090070.150011
"0dd49fa8bb7be52b851c6dc9",863017883.425023
"7d3220a91e78f8bc2924d1cd",1189146194.22456
"d3054072b2175deec2c1f8dc",398733140.292713
"b7574b06d593fca4eac59815",398733140.292713
"79e822115c5c1a4531366001",564973822.655254
"d3ed5316a463d38c1bd321d0",1189146194.22456
"2f1880c9b8f7ac2715e1236d",942090070.150011
"dcca1c7f109175760ff531c6",477357194.170093
"dfc4f3facf91bbd93ee0fa4d",584243270.055947
"30e134a6cbe61d7954d0f56b",407488741.958834
"385fee7bd9ad7722d45dd034",694237476.107465
"87199c236bf22903d1aafdd0",694237476.107465
"19e19ad0cd6b5e84d8aa970e",398733140.292713
"907f968e78d748fde69dd44f",1189146194.22456
"be094e5db0f784e3aa013aae",477357194.170093
"7ab96f83915bc84f8c03c1bd",398733140.292713
"07f4aa9b9ff5b0b05d31e6c0",942090070.150011
"e9be8cd37abed8ab510ba1f5",955205362.208669
"5f6ad58df27b562db077b5ce",694237476.107465
"ee96d947484aaace40f9b77f",1189146194.22456
"15c4aef8401208054697b81e",1031009203.99989
"22d6cb11333f2839b8112b89",955205362.208669
"288c09c33907dadbae495c11",1031009203.99989
"f71d2bca0c5fe2720a1544c4",584243270.055947
"451744cf3ce55a98db8a3562",584243270.055947
"fba9ae05a6a8a9e0c6268a9f",584243270.055947
"1338e58f7dcebf5a1ea59388",584243270.055947
"a817e8da0ada143ac87277ee",398999757.84547
"46d8bb3e9a0ca584d3c7a317",584243270.055947
"b2506aa9463aebf01e1e00ca",398733140.292713
"7ec025b9b6e6f33bf65af41b",398733140.292713
"2ff531e27672ecd2362eed55",942090070.150011
"9b3cf0d1b91b9c6a2a887647",694237476.107465
"7db5291ce4602d9b2b266872",421102453.190509
"65d5918e826c33bb950fc008",694237476.107465
"395c34e4b8f52cbdb0522459",942090070.150011
"855f4b67d2bd6d18fd03d8e7",728076512.599264
"9ff06409b37e5b5dece4604a",694237476.107465
"0508cd7bd2c77ebb6fea1e56",876283774.377766
"b45fff2e718e54772d46a3fd",942090070.150011
"cf4d2297b73dbc357d21e31b",649192061.664349
"0ada7044c5b29925abc90879",694237476.107465
"6305f02255274ab5fb6bd39c",942090070.150011
"d9a94194ae1350512beff3e6",649192061.664349
"e3896296cb80d50d9ad3f903",700637218.326544
"6514f355887c64136edb5595",942090070.150011
"f03400cc18e12903b3ffbe5a",585317735.864323
"4e134600155a64783b3f8c3e",955205362.208669
"d63ebc63c82fbf66d8b6ffd3",1285198780.90555
"1bd64811bd59706844230198",955205362.208669
"a83921284639eedd4a511cb6",728489331.671629
"a2f3f7a1cd573e2a33f52e2d",900480808.282759
"47344a66471fa51f61c64652",863017883.425023
"78fd849c9429091347d7e5c9",728489331.671629
"c3daf2abea55af99c9579319",863017883.425023
"52864916eb1984abca41ec66",728489331.671629
"c62494a9d7aede44f2f84023",1189146194.22456
"a2b576643f7a032371587e5e",1189146194.22456
"e53bc68f0e97ccead24f3e56",406348814.301988
"fd82c710aad91bc90af490fe",542307766.180455
"d436abc2ee37ba3dd561e940",542307766.180455
"216a598114a403676011cb51",942090070.150011
"ea230d5eccd2b687888173bb",820807831.521663
"18bd0dd7580f2a7cb19a90b9",584243270.055947
"b143c8ca6d334f6a73c3f2a0",584243270.055947
"ab388cb4fa511968783bafee",398733140.292713
"6a4f08cd04d558a56af732d9",564973822.655254
"7216c895aa047c4f405c4941",585317735.864323
"a493488dcd906dc74cf8a604",955205362.208669
"7844b0b2bc65dced90a355c6",1215317003.90329
"c1976383069b6b82ab29d092",584243270.055947
"e5cfd99e2308b7b73581dbdc",406348814.301988
"c18c2ea88f4ac53970b53d2c",398999757.84547
"842c9f0e4edf1e5a672ce15e",715864975.54834
"7dd1e46dcbddc6bf5ef694de",584243270.055947
"6cc4f32b39180bd1ec7e117b",728489331.671629
"79e643789a85dc4ffad49a25",477357194.170093
"b3402a9173d289d6db78e09d",955205362.208669
"a446507813234e358db8b573",477357194.170093
"c8ef57ddfb35061d1876f94e",728489331.671629
"360be0df2c003005e3db080e",1189146194.22456
"9ab245a4c91877cb7a8661ce",1189146194.22456
"a57a34c7486e7a40e8deb316",694237476.107465
"ceba7d0f56f6cb03538962fb",649192061.664349
"d5475993f9db58c3e4baf7a3",820807831.521663
"d37a1dda09e30da13ff5bfc3",694237476.107465
"68a8b8d077a8232723bf37e9",694237476.107465
"e1eea7716ca6490b7640717a",525560728.752451
"4ae6d75b10848d259ecba576",649192061.664349
"17afbce5c0b56732abbea936",942090070.150011
"84a2673eccd3cf3bd7fd3eb0",728489331.671629
"f2f4e6cbafe527b155707f01",955205362.208669
"de2e3a592cda5b76c9573c5c",900480808.282759
"fac651cf404a58f24dc7d286",1215317003.90329
"e6f312a0877af26b69855a3d",756734058.777039
"333a643c623a9bc75f3a40f2",709941998.142121
"64593641e470908ef23b46cb",820807831.521663
"ce9f2f0071be658ae75ca6f9",1189146194.22456
"9ab385e399a4673732b6a799",1189146194.22456
"3429c774b736cefc051e2c55",649192061.664349
"a51ad0372758b2bbfe73f8fd",694237476.107465
"8c801a266256e3fbabe7e3d2",629268542.263867
"ca2f81b8fb6fda20aefb0ccb",542307766.180455
"3c1b1f86087f9b99380e387c",715864975.54834
"b0cad5d612954b8cab18101c",489944035.277264
"7eb991f4c69215377e4dac8f",1189146194.22456
"0d130b8bea4321300396fa34",715864975.54834
"8dfa059401e1dca80ae65ae1",1189146194.22456
"3e3f264cd0ac7a65ed2349a2",694237476.107465
"112dce80bf512f3f24391d23",398999757.84547
"ff25ded6333278149f8fb68f",728489331.671629
"d555b82c192794e87e9d536f",900480808.282759
"a787382d96ef9fce8f27bc70",789921049.593392
"8c3aa295f7bcfd9a43eb2037",942090070.150011
"13ac95652fb3cf6c43dafc66",398999757.84547
"42fc6a80b882c32f6264ac10",584243270.055947
"1e9c53e09220d689a0210ab9",398733140.292713
"3348706086aa3db5c92259c3",421102453.190509
"66d402a9b7d05f29282ddb00",584243270.055947
"cf88be51d6f31c10e5868ff7",414242810.318284
"30b3f38716be209a894b0942",398733140.292713
"0a5908a92d0ba3e36f54b1f3",477357194.170093
"dd206b6ea2d7f6555109ea39",406348814.301988
"c641febd8bc2ece3e4d2d8b6",406348814.301988
"c11fdc02a288af0572a2bca1",728489331.671629
"35dc60a65969b264ab283d6d",414242810.318284
"d9cb0f637cd4feaaaf8a21c0",489944035.277264
"7e8dfae9a5f1faf8afa706f7",584243270.055947
"a280fe7610c254b935c9dcfc",398733140.292713
"85524880fdc4e4daf90e96fd",406348814.301988
"f361109d06f6609c16724b39",694237476.107465
"3f6b2f0c0876c21755369cb6",942090070.150011
"de26819064a290ce78d8fcc1",421102453.190509
"91be1260a84ab7fa3521c495",1210875941.3474
"18c8dc4549d38c918af2972e",700637218.326544
"782b0fb8641849c2c34291e6",421102453.190509
"54933f8b33a4fd6f031ed5be",700637218.326544
"953176c9a901b4f61c030432",876283774.377766
"357e2add3d68167a4f3ce15e",942090070.150011
"90332d50e91925eb9b614bef",442674183.246476
"11723d1d472bf1a3fdd8b72c",1189146194.22456
"01f8b6799e2910f7769db175",564973822.655254
"a0d5001f7dd42d7f0c91d2a9",564973822.655254
"d4439c35bcb88e1490916c67",564973822.655254
"4a73dad0ff8a5262e8b07c4b",728489331.671629
"3dd8085a65f24b497ea59557",489944035.277264
"39ef085809bc80e32e7b6af6",955205362.208669
"b98ee16e8fd7d1c75a9da13c",715864975.54834
"16deb26bf740fa61e258f545",709941998.142121
"732a3bd457d7798e1fd892f6",728489331.671629
"1376058cb128a1c7729cd2e9",955205362.208669
"cac7e7c3e13af91bdc7107e8",728489331.671629
"9f3dfa6e1422f6aeac527c61",629268542.263867
"4dd3d1288ccb66ee4fb9c097",728489331.671629
"15fb97d6a43731d61e95d004",1215317003.90329
"dac29573163315edf99e0e7a",542307766.180455
"b93f2864087d41c3c92d43c3",820807831.521663
"cd4656aed92f5c0a0b6b7c0c",820807831.521663
"556210496090b42ac10cf1b8",1189146194.22456
"762979729fb21e56a32ed14e",1189146194.22456
"ea935b76abe664d5e2c4736f",694237476.107465
"40e9ef1e7c6749b7a8d04ea9",649192061.664349
"058265732a484ac8d5497f5c",942090070.150011
"6f52ea8340cdd283f9a79720",942090070.150011
"cafe7c1ee67458e05c84d5fb",942090070.150011
"3f45ed2f08a2b03b738fbb5e",477357194.170093
"f203b18854b75c4564d7a17d",942090070.150011
"d5333f639d11bc3ab073ed72",584243270.055947
"c14f644116669a160446a945",584243270.055947
"de585856ff546e00a5a4672e",398733140.292713
"7a80663cae7c191b5d025fa0",584243270.055947
"71f80198e68fbba902650b1a",398999757.84547
"f3523e0626df8cea803ead0f",407488741.958834
"619abd5f978b1573761be86d",398999757.84547
"17a2323b855e93533a9f09f2",694237476.107465
"38e8630f2c05ea38e2257c21",649192061.664349
"1e3798d739f85ee0e5a314ca",421102453.190509
"46d0544f411bbfb6b452858c",649192061.664349
"605e7a71eecb13b23ffca0c1",414242810.318284
"7515b37b7ae7c62f3dafbe7d",942090070.150011
"28be121ada9c9303be802474",649192061.664349
"331d54f8a1bd3dabce73d6d9",942090070.150011
"22d167639ccaace593dffa31",442674183.246476
"36cd68fc3ffab79fcaa340ab",406348814.301988
"db924733e88c361cdfab874a",564973822.655254
"64eea2e9a13a8edfe8ac7027",900480808.282759
"97fe6eeed892111bfa20255b",489944035.277264
"b54e6757829ac95e2076d954",728489331.671629
"dd59b8122458557041903207",732212154.143454
"b35c58fc1c05a77433025318",728489331.671629
"c41964afa164d8b75f8dbe92",728489331.671629
"96b3ea80cce599b68f96f86e",585317735.864323
"a4bc87ad4f1ad97c0a63d843",1285198780.90555
"16e62269e6aa2ea052d05f71",863017883.425023
"518b37b51f824fa0fb5075d3",715864975.54834
"e083d83369cbc93fb94842a1",1285198780.90555
"57deff02895d5286eda10d89",1189146194.22456
"7ed35835fbe694bc237abe38",900480808.282759
"b48efa9ddf36e85164354f26",1215317003.90329
"5910c9b29a1025bada93a5e1",1285198780.90555
"10a650e8cb5425c97f08f68a",728489331.671629
"9e0feca2ec3043ae6f840631",1215317003.90329
"35ce37bbecac6b164fa21e6c",535610788.540056
"c4955010d066e013812a85ea",1189146194.22456
"d5a83c31bec18d1c3eb9af7d",863017883.425023
"70217bd08583854329722821",955205362.208669
"28e748e7aa0a447731e06706",728489331.671629
"27929c0a3e0fd2d6d2969e03",728489331.671629
"5c5ea0d8bae75e0a5c88414f",955205362.208669
"2233f50cf7b04791cf1ddeaa",728489331.671629
"bf430621f17dcaf17fb91ac7",728489331.671629
"d8dc9de06461e0220bc55906",564973822.655254
"d988975f8c4e6ee8fd8dc1e1",820807831.521663
"bab884e0f99df269805e83a4",820807831.521663
"8fa9b20af1508af7a01e2267",1383249734.43005
"b6f195d44ddbe10b78b97191",398999757.84547
"2ab0eeac4a228d5769fb4365",398999757.84547
"347a4deda03bfdde6d1c163d",942090070.150011
"17230f18b30b94606fea047d",406348814.301988
"eab4ae491bbbe7b8ab107229",728076512.599264
"07c753474a847bf2bccd55b7",694237476.107465
"b7ce05400f0261743073e072",694237476.107465
"4a33d213841d2af537aa967a",694237476.107465
"04eb0b590ce7483c615b043b",585317735.864323
"a01a51af09a3dc387a18b58c",477357194.170093
"270b930a9e22d5016ffa4019",1189146194.22456
"5ed1320fe84a518e267ff537",820807831.521663
"f04b574dc221473cfd616e22",921216160.368671
"6f7e390aa6135019dc5a828f",1189146194.22456
"776d4a19fb3852fe6dcd3ddb",477357194.170093
"b7f164b79658952248866c34",564973822.655254
"aafeff5826516e363471e439",421102453.190509
"eba6a2b80a17a846ae560ece",584243270.055947
"90e62f8656ae504bf6175e0d",921216160.368671
"dc4331d09a1e36baaa6bde53",649192061.664349
"372d67ccb9d251e290891f0a",398733140.292713
"a7801c67a0ddd71c50ba38d3",398733140.292713
"e4d6b81f169cab8ea0244d75",694237476.107465
"cd5c6655243a4be0912bc92a",694237476.107465
"f7a7281a19733251134364fc",728489331.671629
"a716ec25a219961fbe90f367",955205362.208669
"8bd45966c16d4eafb49ee2a2",1189146194.22456
"baabbdaa5e8f69fc90d303c1",728489331.671629
"8bed46960db1b2a7954ffbcb",955205362.208669
"dbc123f9502159d660f375ca",1031009203.99989
"a4683facc81ccda10e9ae388",1189146194.22456
"3a576586fa1aac85c2ffb75b",1031009203.99989
"b1fb98d0ba25b21c6647d423",728489331.671629
"97fa4be3ed93c37c048f507c",564973822.655254
"cf184cc576effe39c0f857b8",942090070.150011
"784f67fcb2d009d352740ed1",398999757.84547
"f4d6ce332121f814aa663fca",942090070.150011
"c87ae84ef029febca1e633e8",694237476.107465
"e876c6fd9c161861fb92ad5a",1189146194.22456
"9047c4764f2c6b1a10b87e99",1031009203.99989
"234c94e9a248ae57bb5a0771",398999757.84547
"a49c2976ca4f24f3a6b622e3",584243270.055947
"ffc171cf73514bed077339a6",398733140.292713
"fba83f5feea2522888377066",429252831.955579
"1a593800d5785ecc36c25ead",700637218.326544
"ab157c9601861dc387a91b82",942090070.150011
"f87f8003f15b0fbc12609514",649192061.664349
"f44d035ea2b15b2c69d4da50",649192061.664349
"fc815b59cce7934f816f0502",942090070.150011
"32915b77ca68000ba9eed6d8",694237476.107465
"cb083fa7ff634f424a351840",694237476.107465
"4f3c7b9bc78f882f858b3d3a",406348814.301988
"53d33316e237830ad463a26b",518339450.620664
"f5d852e25d51377686c43bc8",649192061.664349
"64731b6eaf4fd2bb6c155013",700637218.326544
"dad7e45e4706ab2564ef9cf1",477357194.170093
"255914e9b13ad94efa6ed365",1215317003.90329
"5a8950a64b4aea4ac13dad45",728489331.671629
"70f51b4abf26651111305b1b",715864975.54834
"8919ca18fff7571002e440ec",1285198780.90555
"f776a4e0c8c82b3d29756b34",1189146194.22456
"7ea4af39a7e577ffbd600f0d",1189146194.22456
"45fc0d46c7a4df7ff6976fce",1189146194.22456
"7cdcecc706fc7c79cce45b20",1189146194.22456
"3503f56e09e639be4762ff2d",728489331.671629
"f70ac0d227db6f5333aa821e",728489331.671629
"20db610da64f80afc1621b12",564973822.655254
"c80ef212c870e2f20ed2234a",728489331.671629
"7dc68d5cac1b7fcdab35586e",575118443.696975
"a478fb93a131fee4119bb9f9",820807831.521663
"7749b2b534213ec7b536372b",844537002.239178
"43e59f5312e304fc21c1e052",1031009203.99989
"82a7920524816f3db7f5a4ca",577776700.629388
"1a7e331d9ff88ae5efafa8ea",700637218.326544
"a57350d4c79a415137281cb7",398733140.292713
"f3a6132006d54d0e22a17e84",1285198780.90555
"14caab87a129f51b2b70508e",700637218.326544
"ba2423d79744d763aa3744f8",876283774.377766
"1caac10c1121a795a172889b",820807831.521663
"40768729f2697b87ed6519d1",728489331.671629
"843234d3c6c20bb60a17fbee",1215317003.90329
"cd2e4dff930a1c7a1a569992",694237476.107465
"5a6eab133b7e95155f6a9012",489944035.277264
"5bba6c40aeb129c433d2c58e",942090070.150011
"ad3c644b506498127c7beef1",1189146194.22456
"a379656c49f4cb1cfc5b3f03",700637218.326544
"998c1a6ace613d8a7468ba5c",955205362.208669
"dd610d7ece83bb02dcd7a22f",584243270.055947
"539467d04a2b3e78c592b11b",398733140.292713
"e40fe4ac43cabe82c03dda59",584243270.055947
"5561eab714583013b422e7d4",1215317003.90329
"d9110b2b5b1c02766da9e24e",728489331.671629
"c72cf05b93b9c290c063b08b",1189146194.22456
"d71cc157c0c43935989009f5",694237476.107465
"4199eaa19ddf8ac436bb2ba3",955205362.208669
"d23d12bd86def2657038a481",728489331.671629
"ca438e13d8aa6285858da0aa",728489331.671629
"a173eb804f4bcf6bfe889417",955205362.208669
"9b3677d498c2ccf69c756ec7",1189146194.22456
"f8c787390e4c6d2e99fc7c3d",584243270.055947
"a188aa896d1b4520ccd6b65f",407488741.958834
"9fa39c9eb4b10a20dda6c3c2",700637218.326544
"7bc9022fa1eadbd9ab39acd9",728076512.599264
"46f0731f62232b32eb733dc3",694237476.107465
"b6767d1e329ff5e28c42f632",694237476.107465
"abde4b06769fcb1d5577fa7f",694237476.107465
"1496d159d31717ce254f67a7",442674183.246476
"1470749d0d2551a93827e441",694237476.107465
"3ac517f74dbf8cdc8feadfe8",942090070.150011
"fc6616c62030a53d2aa46b12",728489331.671629
"8497f34947cb4c0ff18a0eaa",564973822.655254
"3b2936127f5a4684a1d3de22",1285198780.90555
"dab58562904cd13a93d913e1",542307766.180455
"69d1e47b6bdc57512f1838a5",863017883.425023
"23c7f9a0534a4ae6a24e38a6",728489331.671629
"640e9fe41fb79ecba89d8951",1285198780.90555
"31f6a25d56f3bb36386d07ae",728489331.671629
"bfb30ae71cdca27f5a5494c6",1189146194.22456
"baacf0dbd690644d74f3a929",820807831.521663
"cdcb874d2e62220d12230632",820807831.521663
"1421bdbd9cf7572b799b732c",756734058.777039
"ee9e5adab1455d38edfcaa6e",820807831.521663
"1fae43a9450fae02919962b9",477357194.170093
"5f9ee280509afd55d24f39b7",694237476.107465
"82902f2082dd405ab538ff58",649192061.664349
"eae52c81f779a61f57cb5b58",542307766.180455
"4ec0aee1b202642d2739068b",694237476.107465
"f4c6c3210a3c2eb935c6d5bb",820807831.521663
"14a14706d405569501327924",421102453.190509
"146a5a4f3d111dc7b955ce42",942090070.150011
"99bdce7cdea643b0442976f5",728489331.671629
"733c7cdfd50db77066a67140",759498432.109009
"de328410e22767c66d919423",942090070.150011
"d0116b53467b3081664fb268",564973822.655254
"dc722ea5c4d62773f9fb6bbc",584243270.055947
"e84605e3aadd50b064c8eac3",1215317003.90329
"31a3719e57ab1425e7267fad",700637218.326544
"34993717af3f861b9735df6e",489944035.277264
"543822711986a454cfd764e3",1215317003.90329
"5bbc4ff9cc3ddacb39469e27",728489331.671629
"d7ced905983af0800c19b7fe",942090070.150011
"02d5bac2567ee9e19041ad42",1215317003.90329
"f4897a8a0a911a2acfb8e8c7",955205362.208669
"4ba19ab08d1fe7f72d0dd37a",1189146194.22456
"b7c07f8afe037d55bddb8e41",398999757.84547
"40b20b5a3a986802d64f7675",942090070.150011
"01fb5931cb55f5308382818e",1215317003.90329
"7cd0c7174b957df1f004fc88",1189146194.22456
"ca13bacbf6dc8d1b09fe4c67",942090070.150011
"0ed0dc77661be57aab63bc83",398999757.84547
"d03558acc19951a882bd568b",406348814.301988
"b8cca0d70fb46f3a31473e98",1164202345.99158
"f665a58fa8eda69547c1a159",1285198780.90555
"8aa5ae4637ba83e672cd3ab9",694237476.107465
"a6da1996f66e545041d920d6",477357194.170093
"b828609eff041a68fa243a12",700637218.326544
"3f39a260b81dd7de1dff2b31",584243270.055947
"40fd167916ff071afdc44792",789921049.593392
"6ca31945172976c3a11732c6",709941998.142121
"1437d1f1601d26a3dca7594f",694237476.107465
"ebab054e5f256bf4e382002a",1189146194.22456
"0838d0df248d723da4e25ea9",942090070.150011
"7a134e45b9ebe710c6c6efe6",1285198780.90555
"6e9c7f27d6b89c5f9696fae6",398733140.292713
"bd12c705950c46e679c34bf6",955205362.208669
"fa2c1092f17ce021964f8953",728489331.671629
"e3202b635974f7a3367c0ff9",955205362.208669
"49bdf0f970af03d83a57dcff",942090070.150011
"91af29fa680d8033188ffc39",584243270.055947
"cb626b981c0997d254388e76",398733140.292713
"155a8e4186d1626fdda4d0ee",942090070.150011
"d337476c2cfa780518523a6b",584243270.055947
"7c3ea8523ece273991a190da",1189146194.22456
"674c02227165e1c7189c54e4",715864975.54834
"17056748001fd65cb961b384",955205362.208669
"f56bca5bebfc765162c8cae0",955205362.208669
"5f4b0ec9c7452b888b33c3e8",584243270.055947
"13dbc077e552640736267a49",406348814.301988
"cb645955c851790e83e696a7",1189146194.22456
"649cca8c83352caf7442f20a",728489331.671629
"fc8836e71725949c5f3fa7f7",955205362.208669
"4f431d80287051ca323f2c08",1215317003.90329
"42defcc69fa22e4c858f3c24",1189146194.22456
"291a2f9022933c9d81311e81",1189146194.22456
